date,daily_notional,daily_pnl_1d,cum_pnl_1d,daily_pnl_3d,cum_pnl_3d,daily_pnl_5d,cum_pnl_5d,daily_pnl_10d,cum_pnl_10d,daily_pnl_20d,cum_pnl_20d,daily_pnl_30d,cum_pnl_30d
2026-02-05,130003.0,-4804.405806866396,-130241.5812069888,-5532.938519266818,76371.9294467609,-6947.047594366528,131731.01467641382,-3473.269572863401,-29643.091388891815,-3919.4670193420097,170144.44141705212,-9813.11776553231,468871.9115447099
2026-02-06,539019.0,-240.57910961134488,-130482.16031660014,-3258.4365881723056,73113.4928585886,4750.073591449989,136481.08826786382,14950.348118849866,-14692.743270041949,23264.93177760352,193409.37319465564,33633.59927494218,502505.51081965206
2026-02-07,1001.0,-37.718869012811396,-130519.87918561295,17.294875431649423,73130.78773402024,-6.542535859022142,136474.5457320048,84.71093860503186,-14608.032331436916,3.584084254533777,193412.95727891018,83.11799297878886,502588.62881263084
2026-02-08,1001.0,-4.510855393999634,-130524.39004100695,-39.77750696078053,73091.01022705947,-39.77750696078053,136434.768225044,57.000816281438624,-14551.031515155477,-43.878306227109945,193369.07897268308,-72.17368630399415,502516.4551263268
2026-02-10,44815080.0,136095.202919589,5570.812878582059,529000.2911669132,602091.3013939727,363499.96900884,499934.737233884,262161.0068330545,247609.975317899,-608759.960241958,-415390.881269275,-713600.8450981403,-211084.38997181348
2026-02-11,106007.0,2860.7196747574185,8431.532553339477,2341.587958524136,604432.8893524968,100.79410443886937,500035.53133832285,1883.894317690695,249493.86963558968,13986.132025303426,-401404.74924397154,8749.54848067025,-202334.84149114322
2026-02-12,4011128.0,9989.320961842264,18420.85351518174,12062.34845219065,616495.2378046875,9227.592492251973,509263.1238305748,145933.38350118074,395427.25313677045,125405.91402919029,-275998.8352147812,29029.6065207218,-173305.2349704214
2026-02-13,750002.0,8524.668113220776,26945.521628402515,10063.886995310375,626559.1247999979,28049.328294168125,537312.4521247429,14390.903862966832,409818.15699973726,16855.652388276245,-259143.18282650498,54471.647068609316,-118833.5879018121
2026-02-19,52038.0,-251.05282765503742,26694.46880074748,-601.9672631443447,625957.1575368536,137.49221255111487,537449.944337294,388.79717386407316,410206.95417360135,1351.6385524338643,-257791.54427407112,1791.9724879333398,-117041.61541387877
2026-02-21,333016.0,3789.1674981810615,30483.63629892854,13818.441299656653,639775.5988365102,23685.959172936113,561135.9035102301,17485.051464922955,427692.0056385243,5784.343846376522,-252007.2004276946,7670.259165927654,-109371.35624795112
2026-02-23,294068.0,10577.504178906704,41061.140477835244,21743.917719419886,661519.5165559301,16374.172834171626,577510.0763444018,32378.624173306438,460070.62981183076,28038.097811201817,-223969.10261649278,24243.5962970052,-85127.75995094591
2026-02-24,200002.0,4200.177608344597,45261.31808617984,6219.887475182524,667739.4040311127,6949.736775654391,584459.8131200562,10186.379310634986,470257.00912246574,4750.030504498616,-219219.07211199414,13639.9277044774,-71487.8322464685
2026-02-26,536039.0,-443.2252138254565,44818.092872354384,-7060.033973733425,660679.3700573792,-16637.47632789887,567822.3367921573,-27438.51464273616,442818.49447972956,-35098.37812477544,-254317.45023676957,-14468.396087363453,-85956.22833383195
2026-02-28,130004.0,871.3200234457206,45689.4128958001,1082.393306913034,661761.7633642923,309.32679306131655,568131.6635852186,807.0982542223455,443625.5927339519,2124.0000471353273,-252193.45018963423,7782.954216678674,-78173.27411715328
2026-03-01,232015.0,3414.659288740346,49104.07218454045,5159.4666729438395,666921.2300372361,5023.766962205968,573155.4305474246,-272.42942106182187,443353.1633128901,1354.6209173733573,-250838.82927226086,13141.084142188116,-65032.189974965164
2026-03-02,7675138.0,-103699.81702821288,-54595.74484367244,-110346.6106964006,556574.6193408355,-171933.12955692862,401222.30099049595,-241729.92863554502,201623.23467734508,-620268.5903324633,-871107.4196047242,114565.14775803986,49532.9577830747
2026-03-04,2734117.0,-47369.127683270584,-101964.87252694301,-76529.54820651507,480045.0711343204,-92215.66265971542,309006.63833078055,-146353.85470735127,55269.37996999381,-97787.60081724393,-968895.0204219681,95178.77211070989,144711.7298937846
2026-03-05,500001.0,796.7502606938525,-101168.12226624916,-7790.375234563283,472254.6958997571,9118.303666070398,318124.94199685095,25495.83838694289,80765.2183569367,27949.108579575917,-940945.9118423922,-9742.515346419454,134969.21454736515
2026-03-06,495006.0,-2072.2683558682393,-103240.3906221174,-8477.627559510294,463777.0683402468,-8233.311406147652,309891.6305907033,-1533.1902508201406,79232.02810611656,-3494.6125354685655,-944440.5243778607,2646.6632931660206,137615.87784053118
2026-03-10,1300006.0,1131.4919363671027,-102108.89868575029,-34020.40204049975,429756.66629974707,-5286.929250268754,304604.70134043455,-42001.627958496385,37230.400147620174,21415.86168656281,-923024.6626912979,99131.90308754987,236747.78092808105
2026-03-11,8851129.0,-118882.420083768,-220991.3187695183,-74454.75668249253,355301.9096172545,-91712.78408048983,212891.91725994472,-224322.679163476,-187092.2790158558,-79454.54109805268,-1002479.2037893506,367628.3993934339,604376.180321515
2026-03-12,1830061.0,-6551.441623510588,-227542.76039302888,24362.841606695052,379664.75122394954,1683.089458977621,214575.00671892235,-44250.961424425586,-231343.2404402814,60613.457807974184,-941865.7459813764,141385.14974399956,745761.3300655145
2026-03-13,145004.0,10.918615123235725,-227531.84177790565,-2221.271276886839,377443.4799470627,-4145.87808930242,210429.12862961993,144.09376822444779,-231199.14667205696,12008.545417737649,-929857.2005636387,27303.130837907025,773064.4609034215
2026-03-14,3003.0,-54.327816288937235,-227586.1695941946,-55.09479286332507,377388.3851541993,-45.185886637041655,210383.94274298288,-30.595020974210172,-231229.74169303116,-182.95341034151548,-930040.1539739802,-158.68340200652295,772905.777501415
