date,daily_notional,daily_pnl_1d,cum_pnl_1d,daily_pnl_3d,cum_pnl_3d,daily_pnl_5d,cum_pnl_5d,daily_pnl_10d,cum_pnl_10d,daily_pnl_20d,cum_pnl_20d,daily_pnl_30d,cum_pnl_30d
2026-05-12,43534511.0,185744.41455249954,185744.41455249954,-53275.06310010061,-53275.06310010061,-49928.773052300596,-49928.773052300596,-956611.4110634777,-956611.4110634777,0.0,0.0,0.0,0.0
