ticker,buy_trade_id,sell_trade_id,buy_date,sell_date,holding_days,buy_amount_min,sell_amount_min,match_status
CORT,0ab349ce4f70,09f52dd326a7,2026-01-26,2026-01-26,0.0,50001.0,50001.0,matched
CORT,88593ee42351,9bf23a644e26,2026-02-06,2026-03-30,52.0,50001.0,15001.0,matched
HIW,8815cf86ec8f,a4a2e5f98e31,2026-01-25,2026-01-26,1.0,15001.0,15001.0,matched
ALRM,7f1e9e653f4d,a40050d0c1b1,2026-01-26,2026-01-26,0.0,50001.0,15001.0,matched
ALRM,e3f50cdc4bb7,2e473fe6c4df,2026-02-06,2026-03-30,52.0,50001.0,50001.0,matched
PRGS,3662b61c32fa,93d2d9ab8a27,2026-03-04,2026-03-30,26.0,15001.0,15001.0,matched
BLFS,4a8b17d73133,5293574c6ce7,2026-03-04,2026-03-30,26.0,15001.0,15001.0,matched
AMD,028be7a18066,017b882195c4,2026-01-16,2026-03-17,60.0,50001.0,15001.0,matched
TPG,d50903ab4230,dad03683c487,2026-01-21,2026-03-18,56.0,50001.0,50001.0,matched
ADUS,c690a856f3a3,1a392e5d95be,2026-03-04,2026-03-30,26.0,15001.0,50001.0,matched
BCPC,a6a5ff4e5172,57298d08ff61,2026-03-04,2026-03-30,26.0,50001.0,15001.0,matched
CSW,cbdcd16a135b,4e1f814e220b,2026-03-04,2026-03-30,26.0,15001.0,15001.0,matched
BALL,4e2fab04f1da,1d26f9ea568a,2026-02-10,2026-03-11,29.0,50001.0,50001.0,matched
MSCI,29688a20a75f,7e70e7c2940c,2026-01-21,2026-01-21,0.0,15001.0,50001.0,matched
EPAC,5cf3f18c5b46,b240e68cadc9,2026-03-04,2026-03-30,26.0,15001.0,50001.0,matched
CCL,c5b2cc48eff9,d04b4d3f9945,2026-02-10,2026-03-18,36.0,50001.0,15001.0,matched
JJSF,13250ffef8d1,ab79d76a527b,2026-01-21,2026-01-26,5.0,15001.0,15001.0,matched
VCTR,507aa08c5c20,9e8c63b5d7d7,2026-03-04,2026-03-30,26.0,15001.0,15001.0,matched
NEO,c0a24f570297,525ffe608c73,2026-03-04,2026-03-30,26.0,15001.0,15001.0,matched
CVCO,d2da2b4b3755,24580ae6e285,2026-02-02,2026-03-01,27.0,15001.0,15001.0,matched
HE,75067d041cee,a5144f12858f,2026-03-11,2026-03-30,19.0,15001.0,15001.0,matched
WSC,f812f4768fe4,64afaab9dd8d,2026-02-26,2026-03-30,32.0,15001.0,15001.0,matched
MC,abb21e6a4557,54f34c196c87,2026-02-21,2026-03-30,37.0,15001.0,15001.0,matched
BL,bbf7b75629d3,07b7e8235025,2026-01-26,2026-02-26,31.0,15001.0,15001.0,matched
ZTS,6dc12daad632,e59cc3d4247e,2026-01-01,2026-03-17,75.0,100001.0,100001.0,matched
CDW,1d81ee1f2a86,b6043eeb90c9,2026-02-19,2026-03-17,26.0,1001.0,1000001.0,matched
SPY,ae5d4741f9c7,8797574483f6,2026-03-04,2026-03-15,11.0,250001.0,1000001.0,matched
VOO,c2a0380cca43,3820ed2d3ff9,2026-01-31,2026-03-19,47.0,1000001.0,1000001.0,matched
DHR,9abc87c4aed9,10cf01abaff8,2026-03-02,2026-03-11,9.0,15001.0,100001.0,matched
DHR,fc9230104091,bbcebe9c63a4,2026-03-12,2026-03-17,5.0,15001.0,500001.0,matched
NVR,ba595b5c4aae,6f87088c8ee1,2026-01-06,2026-03-17,70.0,250001.0,500001.0,matched
OKTA,7d1860588387,d28491b44aae,2026-02-23,2026-03-18,23.0,1001.0,50001.0,matched
MHK,a0c392a063b4,3c82d7274ef4,2026-03-04,2026-03-30,26.0,50001.0,100001.0,matched
